"REF_DATE","GEO","DGUID","Persons in low income","Low income lines","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1982","Nova Scotia","2016A000212","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517554","5.9.1.2","18.0","","","","1"
"1983","Nova Scotia","2016A000212","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517554","5.9.1.2","18.1","","","","1"
"1984","Nova Scotia","2016A000212","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517554","5.9.1.2","16.3","","","","1"
"1985","Nova Scotia","2016A000212","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517554","5.9.1.2","15.9","","","","1"
"1986","Nova Scotia","2016A000212","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517554","5.9.1.2","17.6","","","","1"
"1987","Nova Scotia","2016A000212","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517554","5.9.1.2","15.7","","","","1"
"1988","Nova Scotia","2016A000212","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517554","5.9.1.2","16.9","","","","1"
"1989","Nova Scotia","2016A000212","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517554","5.9.1.2","16.9","","","","1"
"1990","Nova Scotia","2016A000212","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517554","5.9.1.2","15.5","","","","1"
"1991","Nova Scotia","2016A000212","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517554","5.9.1.2","16.1","","","","1"
"1992","Nova Scotia","2016A000212","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517554","5.9.1.2","15.2","","","","1"
"1993","Nova Scotia","2016A000212","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517554","5.9.1.2","15.9","C","","","1"
"1994","Nova Scotia","2016A000212","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517554","5.9.1.2","16.5","C","","","1"
"1995","Nova Scotia","2016A000212","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517554","5.9.1.2","16.2","C","","","1"
"1996","Nova Scotia","2016A000212","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517554","5.9.1.2","17.8","C","","","1"
"1997","Nova Scotia","2016A000212","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517554","5.9.1.2","18.2","B","","","1"
"1998","Nova Scotia","2016A000212","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517554","5.9.1.2","18.7","C","","","1"
"1999","Nova Scotia","2016A000212","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517554","5.9.1.2","16.9","C","","","1"
"2000","Nova Scotia","2016A000212","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517554","5.9.1.2","17.4","C","","","1"
"2001","Nova Scotia","2016A000212","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517554","5.9.1.2","18.1","C","","","1"
"2002","Nova Scotia","2016A000212","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517554","5.9.1.2","17.9","C","","","1"
"2003","Nova Scotia","2016A000212","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517554","5.9.1.2","19.1","C","","","1"
"2004","Nova Scotia","2016A000212","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517554","5.9.1.2","16.9","C","","","1"
"2005","Nova Scotia","2016A000212","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517554","5.9.1.2","16.4","C","","","1"
"2006","Nova Scotia","2016A000212","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517554","5.9.1.2","16.6","C","","","1"
"2007","Nova Scotia","2016A000212","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517554","5.9.1.2","16.0","C","","","1"
"2008","Nova Scotia","2016A000212","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517554","5.9.1.2","18.4","C","","","1"
"2009","Nova Scotia","2016A000212","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517554","5.9.1.2","18.4","C","","","1"
"2010","Nova Scotia","2016A000212","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517554","5.9.1.2","16.1","C","","","1"
"2011","Nova Scotia","2016A000212","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517554","5.9.1.2","14.7","C","","","1"
"2012","Nova Scotia","2016A000212","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517554","5.9.1.2","16.5","D","","","1"
"2013","Nova Scotia","2016A000212","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517554","5.9.1.2","14.7","C","","","1"
"2014","Nova Scotia","2016A000212","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517554","5.9.1.2","17.4","C","","","1"
"2015","Nova Scotia","2016A000212","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517554","5.9.1.2","18.6","C","","","1"
"2016","Nova Scotia","2016A000212","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517554","5.9.1.2","16.3","C","","","1"
"2017","Nova Scotia","2016A000212","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517554","5.9.1.2","18.8","C","","","1"
"2018","Nova Scotia","2016A000212","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517554","5.9.1.2","16.7","C","","","1"
"2015","Nova Scotia","2016A000212","Females","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132627","5.9.6.2","17.5","C","","","1"
"2016","Nova Scotia","2016A000212","Females","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132627","5.9.6.2","15.4","C","","","1"
"2017","Nova Scotia","2016A000212","Females","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132627","5.9.6.2","16.3","C","","","1"
"2018","Nova Scotia","2016A000212","Females","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132627","5.9.6.2","13.6","C","","","1"
"1976","New Brunswick","2016A000213","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517866","6.1.1.2","20.3","","","","1"
"1977","New Brunswick","2016A000213","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517866","6.1.1.2","18.6","","","","1"
"1978","New Brunswick","2016A000213","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517866","6.1.1.2","21.3","","","","1"
"1979","New Brunswick","2016A000213","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517866","6.1.1.2","19.8","","","","1"
"1980","New Brunswick","2016A000213","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517866","6.1.1.2","18.3","","","","1"
"1981","New Brunswick","2016A000213","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517866","6.1.1.2","20.5","","","","1"
"1982","New Brunswick","2016A000213","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517866","6.1.1.2","20.4","","","","1"
"1983","New Brunswick","2016A000213","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517866","6.1.1.2","20.9","","","","1"
"1984","New Brunswick","2016A000213","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517866","6.1.1.2","20.0","","","","1"
"1985","New Brunswick","2016A000213","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517866","6.1.1.2","16.1","","","","1"
"1986","New Brunswick","2016A000213","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517866","6.1.1.2","15.8","","","","1"
"1987","New Brunswick","2016A000213","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517866","6.1.1.2","16.8","","","","1"
"1988","New Brunswick","2016A000213","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517866","6.1.1.2","15.7","","","","1"
"1989","New Brunswick","2016A000213","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517866","6.1.1.2","14.4","","","","1"
"1990","New Brunswick","2016A000213","All persons","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96517866","6.1.1.2","15.7","","","","1"
